query_id,rank,doc_id,score,relevant
1,53,515489,0.03467965126037598,0
1,54,8891333,0.0345430001616478,0
1,55,16929739,0.03413988649845123,0
1,56,30500829,0.03408636525273323,0
1,57,28193026,0.033972907811403275,0
1,58,37949139,0.03389791399240494,0
1,59,12956194,0.03382519260048866,0
1,60,7850867,0.0335080549120903,0
1,61,4435369,0.03295072540640831,0
1,62,39851630,0.03232893347740173,0
1,63,4702639,0.032281581312417984,0
1,64,18953920,0.03227882459759712,0
1,65,121581019,0.03205890208482742,0
1,66,4459491,0.03201766684651375,0
1,67,16736872,0.03196348249912262,0
1,68,6077214,0.031831540167331696,0
1,69,21257564,0.0312928631901741,0
1,70,8417211,0.03118642419576645,0
1,71,18695970,0.030980108305811882,0
1,72,27900414,0.030780714005231857,0
1,73,23305547,0.03027184121310711,0
1,74,59453688,0.029287083074450493,0
1,75,34034749,0.028963645920157433,0
1,76,1836154,0.028715046122670174,0
1,77,25298276,0.028587622568011284,0
1,78,12669325,0.028387820348143578,0
1,79,6550579,0.028210660442709923,0
1,80,11256632,0.02814820408821106,0
1,81,14275671,0.028067512437701225,0
1,82,17518195,0.028063379228115082,0
1,83,36637129,0.027796000242233276,0
1,84,3566945,0.027348751202225685,0
1,85,4423203,0.02730121836066246,0
1,86,991137,0.027198676019906998,0
1,87,35747505,0.026647428050637245,0
1,88,8774475,0.02649262174963951,0
1,89,28138927,0.026437807828187943,0
1,90,4430962,0.02637355588376522,0
1,91,26445118,0.02620525285601616,0
1,92,5372773,0.025985237210989,0
1,93,20722510,0.025912916287779808,0
1,94,18126445,0.02510412596166134,0
1,95,1067605,0.02500924840569496,0
1,96,10628767,0.02459721826016903,0
1,97,95764370,0.02450091764330864,0
1,98,39729277,0.02438884787261486,0
1,99,29098525,0.024358749389648438,0
1,100,1383826,0.02423490211367607,0
3,1,23389795,0.37127816677093506,0
3,2,2739854,0.3192223012447357,0
3,3,14717500,0.23856277763843536,1
3,4,32181055,0.12565511465072632,0
3,5,4632921,0.12074203789234161,0
3,6,8411251,0.11319088935852051,0
3,7,10145528,0.10784699767827988,0
3,8,14019636,0.09916120022535324,0
3,9,3672261,0.09718634188175201,0
3,10,29334259,0.09335334599018097,0
3,11,4378885,0.09020476043224335,0
3,12,13519661,0.08792474865913391,0
3,13,17088791,0.08706840127706528,0
3,14,4414547,0.08579443395137787,0
3,15,24144677,0.08507149666547775,0
3,16,24790460,0.07781054079532623,0
3,17,2107238,0.07774075865745544,0
3,18,14729253,0.07761868834495544,0
3,19,2485101,0.0760904923081398,0
3,20,1649738,0.07435093075037003,0
3,21,15155862,0.0740932747721672,0
3,22,18494847,0.07088880240917206,0
3,23,18344910,0.07040176540613174,0
3,24,13914198,0.06967447698116302,0
3,25,13790144,0.06770722568035126,0
3,26,4427060,0.06425875425338745,0
3,27,3222187,0.06367740035057068,0
3,28,19058822,0.06282109022140503,0
3,29,16398049,0.06268010288476944,0
3,30,380526,0.06125890836119652,0
3,31,2454002,0.05825483053922653,0
3,32,25536577,0.05815324932336807,0
3,33,11532028,0.057184964418411255,0
3,34,3868322,0.056744176894426346,0
3,35,20280410,0.05643060803413391,0
3,36,1067605,0.05639973655343056,0
3,37,11244195,0.05613446235656738,0
3,38,13916484,0.05447555333375931,0
3,39,17911973,0.05341668054461479,0
3,40,25806385,0.05318080633878708,0
3,41,39729277,0.052123770117759705,0
3,42,13373629,0.05110905319452286,0
3,43,2647374,0.050475094467401505,0
3,44,7059897,0.05005723237991333,0
3,45,544971,0.050035737454891205,0
3,46,7486516,0.04986319690942764,0
3,47,26117607,0.049058251082897186,0
3,48,7717468,0.04816525802016258,0
3,49,3093512,0.04784299060702324,0
3,50,12443371,0.047476913779973984,0
3,51,8352137,0.04703378677368164,0
3,52,24783597,0.04556899517774582,0
3,53,10944947,0.045255426317453384,0
3,54,15966318,0.04496448487043381,0
3,55,4457160,0.04428705945611,0
3,56,4313478,0.042849332094192505,0
3,57,25571386,0.04218580201268196,0
3,58,45218443,0.04194141924381256,0
3,59,18340282,0.04141031205654144,0
3,60,33387953,0.04109584912657738,0
3,61,13625993,0.04100789874792099,0
3,62,2601135,0.040746141225099564,0
3,63,35861290,0.04036501795053482,0
3,64,14652521,0.03989120200276375,0
3,65,19497526,0.039633624255657196,0
3,66,13618987,0.03932804614305496,0
3,67,14376683,0.03931250423192978,0
3,68,31070360,0.038588881492614746,0
3,69,14408200,0.038532812148332596,0
3,70,11117679,0.038490984588861465,0
3,71,8502193,0.03839104622602463,0
3,72,2608447,0.038175951689481735,0
3,73,13949015,0.03790658712387085,0
3,74,54561709,0.03782208263874054,0
3,75,20375264,0.03735962137579918,0
3,76,9993008,0.037191249430179596,0
3,77,24725136,0.037113532423973083,0
3,78,17124832,0.03676711767911911,0
3,79,12669325,0.03662288933992386,0
3,80,13791788,0.0365983285009861,0
3,81,1544804,0.036070648580789566,0
3,82,5567005,0.03607023134827614,0
3,83,9196472,0.036055635660886765,0
3,84,1265945,0.03605370968580246,0
3,85,10931595,0.036051392555236816,0
3,86,16237005,0.035796843469142914,0
3,87,14290854,0.03553998842835426,0
3,88,5304891,0.035191603004932404,0
3,89,13956305,0.03513660281896591,0
3,90,13450938,0.03511626273393631,0
3,91,1388704,0.034929338842630386,0
3,92,21274496,0.0344395712018013,0
3,93,11253758,0.03421001881361008,0
3,94,23244529,0.034098491072654724,0
3,95,27550580,0.034083567559719086,0
3,96,30655442,0.0336274728178978,0
3,97,20302714,0.03359091281890869,0
3,98,3566945,0.03324822708964348,0
3,99,40913091,0.03323955461382866,0
3,100,39661951,0.03283196687698364,0
5,1,17333231,0.22954677045345306,0
5,2,42240424,0.20875920355319977,0
5,3,13734012,0.164936363697052,1
5,4,695938,0.11529891192913055,0
5,5,1292369,0.10748909413814545,0
5,6,18617259,0.08962196111679077,0
5,7,103007,0.07863163203001022,0
5,8,11880289,0.07412678748369217,0
5,9,1171121,0.06746190786361694,0
5,10,16737163,0.06654687225818634,0
5,11,39291138,0.05961327254772186,0
5,12,19824183,0.058607738465070724,0
5,13,739734,0.057950664311647415,0
5,14,5710820,0.05790103226900101,0
5,15,53302393,0.05618135631084442,0
5,16,2291922,0.05561509355902672,0
5,17,18340282,0.05325925350189209,0
5,18,8398627,0.05024294927716255,0
5,19,13916484,0.04878809303045273,0
5,20,19950357,0.04804933816194534,0
5,21,11718220,0.04602193832397461,0
5,22,14188138,0.04598184674978256,0
5,23,28592273,0.04351000487804413,0
5,24,18199839,0.043093182146549225,0
5,25,23531592,0.042890820652246475,0
5,26,23420615,0.04286915808916092,0
5,27,20945963,0.041827790439128876,0
5,28,25355575,0.041116584092378616,0
5,29,58050905,0.04001540318131447,0
5,30,32481310,0.038456808775663376,0
5,31,8721150,0.03765701502561569,0
5,32,841371,0.03704627975821495,0
5,33,24825841,0.03594870865345001,0
5,34,30226988,0.03592689707875252,0
5,35,40987633,0.035900894552469254,0
5,36,28338268,0.03454871103167534,0
5,37,86326468,0.03215262293815613,0
5,38,80522346,0.03147563338279724,0
5,39,17324544,0.03139960765838623,0
5,40,33796570,0.03136267885565758,0
5,41,23304931,0.031358350068330765,0
5,42,30655442,0.03081689029932022,0
5,43,41852733,0.030730489641427994,0
5,44,12442311,0.030620506033301353,0
5,45,4810810,0.03043496049940586,0
5,46,12438901,0.029692713171243668,0
5,47,5503194,0.029687881469726562,0
5,48,11992632,0.029528288170695305,0
5,49,44265107,0.029511824250221252,0
5,50,21616324,0.029499033465981483,0
5,51,16732790,0.02917490527033806,0
5,52,4828631,0.02910749614238739,0
5,53,12224536,0.029045620933175087,0
5,54,3896759,0.029005305841565132,0
5,55,13989491,0.028619563207030296,0
5,56,86704258,0.02841409668326378,0
5,57,19675911,0.028401458635926247,0
5,58,40769868,0.027860566973686218,0
5,59,21250322,0.02780589833855629,0
5,60,15476777,0.027234375476837158,0
5,61,22635278,0.02599233016371727,0
5,62,23649163,0.025692077353596687,0
5,63,13883546,0.02558833546936512,0
5,64,15648443,0.02544286474585533,0
5,65,23124332,0.02533077634871006,0
5,66,20767776,0.02523696795105934,0
5,67,27995781,0.025236470624804497,0
5,68,36713289,0.024650942534208298,0
5,69,79336156,0.02442043460905552,0
5,70,52180874,0.023652318865060806,0
5,71,15365719,0.023345565423369408,0
5,72,21859699,0.023216569796204567,0
5,73,24356383,0.022948723286390305,0
5,74,41650417,0.022879328578710556,0
5,75,17209919,0.02280363067984581,0
5,76,21932297,0.022708754986524582,0
5,77,25928548,0.022616997361183167,0
5,78,32922179,0.02260773628950119,0
5,79,39758684,0.022595210000872612,0
5,80,195680777,0.022545909509062767,0
5,81,31624828,0.022411009296774864,0
5,82,24341590,0.0222111027687788,0
5,83,28207326,0.021834803745150566,0
5,84,10509344,0.021661104634404182,0
5,85,1084345,0.021136421710252762,0
5,86,4688277,0.02101113274693489,0
5,87,20375264,0.02086341194808483,0
5,88,849771,0.020553139969706535,0
5,89,6826100,0.020374180749058723,0
5,90,4550036,0.02036540023982525,0
5,91,31407112,0.020132798701524734,0
5,92,13583615,0.020113250240683556,0
5,93,13448422,0.01981150358915329,0
5,94,10641715,0.01977439783513546,0
5,95,5849439,0.019682515412569046,0
5,96,8963413,0.01966087333858013,0
5,97,7114092,0.01959173008799553,0
5,98,3770726,0.019583461806178093,0
5,99,22482820,0.019523020833730698,0
5,100,7373120,0.019495764747262,0
13,1,7662395,0.39180099964141846,0
13,2,17450673,0.2992728352546692,0
13,3,30786800,0.23373273015022278,0
13,4,5487448,0.20276834070682526,0
13,5,16322674,0.16934826970100403,0
13,6,1263446,0.15288284420967102,0
13,7,26611834,0.14446932077407837,0
13,8,25182647,0.140081524848938,0
13,9,22922353,0.12768113613128662,0
13,10,11360768,0.12730947136878967,0
13,11,22815457,0.11369188874959946,0
13,12,37118634,0.1126517504453659,0
13,13,12779444,0.10748109221458435,0
13,14,2425364,0.10695938020944595,0
13,15,38752049,0.09918825328350067,0
13,16,12770738,0.090168297290802,0
13,17,9513785,0.08912505209445953,0
13,18,70455704,0.08891325443983078,0
13,19,21009874,0.08869809657335281,0
13,20,40949706,0.08690158277750015,0
13,21,12709184,0.08593909442424774,0
13,22,25293616,0.08373460918664932,0
13,23,37480103,0.08241094648838043,0
13,24,28845338,0.07911168038845062,0
13,25,21239672,0.07810569554567337,0
13,26,39334724,0.07787052541971207,0
13,27,23557241,0.07661224901676178,0
13,28,1456068,0.07650277763605118,0
13,29,34544514,0.0757877454161644,0
13,30,17626822,0.0751558467745781,0
13,31,195689316,0.07433430105447769,0
13,32,74137632,0.07418137788772583,0
13,33,13765757,0.071762815117836,0
13,34,29025270,0.07173995673656464,0
13,35,22194407,0.06967094540596008,0
13,36,24917562,0.06608333438634872,0
13,37,38784540,0.06585744768381119,0
13,38,36003142,0.0651281476020813,0
13,39,19961177,0.0637630820274353,0
13,40,46437558,0.0633968859910965,0
13,41,35714909,0.06251636147499084,0
13,42,7098463,0.06154429912567139,0
13,43,36355784,0.0612344965338707,0
13,44,7640792,0.06110953167080879,0
13,45,45153864,0.061050474643707275,0
13,46,27129115,0.060074109584093094,0
13,47,2604063,0.0599551722407341,0
13,48,28633594,0.05970074236392975,0
13,49,9822397,0.05876457318663597,0
13,50,8842332,0.05847996473312378,0
13,51,14823313,0.057830389589071274,0
13,52,4791384,0.057416483759880066,0
13,53,41310252,0.05698522925376892,0
13,54,6525844,0.0567052848637104,0
13,55,4810810,0.05515764281153679,0
13,56,2605032,0.055156487971544266,0
13,57,19464037,0.05462692305445671,0
13,58,49429882,0.05420919135212898,0
13,59,103007,0.05410945415496826,0
13,60,12438901,0.05376403033733368,0
13,61,12994780,0.05335741490125656,0
13,62,2488880,0.05307743698358536,0
13,63,33257464,0.05300333350896835,0
13,64,22334300,0.052781302481889725,0
13,65,9967265,0.052706025540828705,0
13,66,14021596,0.052567481994628906,0
13,67,19799455,0.05236954987049103,0
13,68,3770750,0.052243057638406754,0
13,69,5824985,0.05222924053668976,0
13,70,43220289,0.0515858493745327,0
13,71,35495268,0.05132073909044266,0
13,72,24918110,0.05090488865971565,0
13,73,6841927,0.050903331488370895,0
13,74,25953438,0.05078373849391937,0
13,75,15512462,0.04989711567759514,0
13,76,3524352,0.04967368021607399,0
13,77,11441172,0.048956044018268585,0
13,78,11090688,0.04850437864661217,0
13,79,25742130,0.047549664974212646,0
13,80,20610390,0.04709345102310181,0
13,81,14319754,0.04708300530910492,0
13,82,11880289,0.04646075889468193,0
13,83,13464392,0.04645726829767227,0
13,84,13230773,0.046170178800821304,0
13,85,12672066,0.04559966176748276,0
13,86,4515975,0.04538702964782715,0
13,87,3898784,0.04524139314889908,0
13,88,24408040,0.045001834630966187,0
13,89,12794099,0.04479862377047539,0
13,90,11630388,0.04415537789463997,0
13,91,24594624,0.04302623122930527,0
13,92,33409100,0.04241034761071205,0
13,93,9617381,0.04239175096154213,0
13,94,21547032,0.042135581374168396,0
13,95,5222182,0.04210999980568886,0
13,96,1428830,0.041911039501428604,0
13,97,7734150,0.04077063500881195,0
13,98,25641414,0.04056210815906525,0
13,99,849771,0.04054712876677513,0
13,100,10365749,0.04003731161355972,0
36,1,42441846,0.24838578701019287,0
36,2,23267371,0.21851956844329834,0
36,3,33409100,0.1917763501405716,0
36,4,16252863,0.17079703509807587,0
36,5,21553394,0.17017675936222076,0
36,6,11705328,0.15437372028827667,1
36,7,25439264,0.15387427806854248,0
36,8,24049225,0.15385885536670685,0
36,9,22843838,0.15371796488761902,0
36,10,30720103,0.14778336882591248,0
36,11,13801259,0.1394357532262802,0
36,12,39174007,0.13329125940799713,0
36,13,12009265,0.12614451348781586,0
36,14,3215494,0.12168880552053452,0
36,15,8595678,0.1215858981013298,0
36,16,275294,0.12025701999664307,0
36,17,21636085,0.11579662561416626,0
36,18,8856690,0.11455661803483963,0
36,19,12074066,0.1142914667725563,0
36,20,18557974,0.11402854323387146,0
36,21,13312471,0.10973665118217468,0
36,22,7426741,0.10804049670696259,0
36,23,36960449,0.10478314757347107,0
36,24,37424881,0.10270936042070389,0
36,25,9813098,0.09798631817102432,0
36,26,5152028,0.09770867973566055,1
36,27,12810152,0.09273559600114822,0
36,28,25259746,0.0891568511724472,0
36,29,23868856,0.08708861470222473,0
36,30,21380348,0.08557199686765671,0
36,31,4462079,0.0825187936425209,0
36,32,16256507,0.08194852620363235,0
36,33,3150030,0.0732780247926712,0
36,34,6313547,0.07296282052993774,0
36,35,38551172,0.07171816378831863,0
36,36,11457219,0.06942255049943924,0
36,37,15615957,0.0662994459271431,0
36,38,4910408,0.06592179834842682,0
36,39,9555784,0.06538300216197968,0
36,40,25028913,0.06498520076274872,0
36,41,22023404,0.061338674277067184,0
36,42,19487477,0.058940403163433075,0
36,43,3034412,0.0585237592458725,0
36,44,18256197,0.05639205127954483,0
36,45,25104843,0.05555060878396034,0
36,46,6636088,0.054747696965932846,0
36,47,25599283,0.054674357175827026,0
36,48,25969485,0.053758904337882996,0
36,49,19799455,0.05168551206588745,0
36,50,4506414,0.051181361079216,0
36,51,3222187,0.05001355707645416,0
36,52,20083834,0.04991195350885391,0
36,53,4335423,0.04977904260158539,0
36,54,6446747,0.04959520325064659,0
36,55,4442799,0.04905639588832855,0
36,56,20501163,0.04719163477420807,0
36,57,72933407,0.046646598726511,0
36,58,25738896,0.046631645411252975,0
36,59,1958440,0.0454363152384758,0
36,60,7850867,0.045129481703042984,0
36,61,30639847,0.04498890042304993,0
36,62,6227220,0.044942375272512436,0
36,63,2356950,0.044554807245731354,0
36,64,39558597,0.04420306906104088,0
36,65,27049238,0.044194187968969345,0
36,66,12130200,0.04395245015621185,0
36,67,1259359,0.043724872171878815,0
36,68,10530014,0.042716264724731445,0
36,69,202259,0.04255963861942291,0
36,70,17755060,0.04135972633957863,0
36,71,520579,0.041073039174079895,0
36,72,10786948,0.040962111204862595,0
36,73,3698758,0.040166087448596954,0
36,74,2587396,0.0395791232585907,0
36,75,14753395,0.039487969130277634,0
36,76,11071351,0.03916076198220253,0
36,77,39368721,0.037932075560092926,0
36,78,43226130,0.037924814969301224,0
36,79,21623140,0.03635777160525322,0
36,80,7116734,0.03634519502520561,0
36,81,4483571,0.03622009977698326,0
36,82,30152134,0.03581557050347328,0
36,83,16057926,0.03531396761536598,0
36,84,45143088,0.03470022603869438,0
36,85,24384587,0.03463476896286011,0
36,86,11532659,0.034622594714164734,0
36,87,25300664,0.03417102247476578,0
36,88,36654066,0.03416899964213371,0
36,89,45449835,0.033835601061582565,0
36,90,9310407,0.03368527069687843,0
36,91,54490092,0.03343524783849716,0
36,92,14407673,0.033324286341667175,0
36,93,54561384,0.03327016904950142,0
36,94,18956141,0.032433222979307175,0
36,95,24088502,0.032424475997686386,0
36,96,29148743,0.03238531947135925,0
36,97,30981192,0.03229636326432228,0
36,98,27162821,0.03224106878042221,0
36,99,3090454,0.032199688255786896,0
36,100,23124332,0.031239332631230354,0
42,1,40913091,0.369402676820755,0
42,2,18174210,0.2077617645263672,1
42,3,45218443,0.17215706408023834,0
42,4,10128893,0.12509164214134216,0
42,5,25690516,0.10109362006187439,0
42,6,35766603,0.09572610259056091,0
42,7,6315132,0.09174785763025284,0
42,8,10326242,0.08831614255905151,0
42,9,27162821,0.084586963057518,0
42,10,4449524,0.08125065267086029,0
42,11,9167230,0.0737953782081604,0
42,12,22889972,0.07257504761219025,0
42,13,25388309,0.07131418585777283,0
42,14,21164071,0.07026955485343933,0
42,15,8219248,0.0677715465426445,0
42,16,17821387,0.06407667696475983,0
42,17,9254550,0.06335416436195374,0
42,18,39264456,0.061222583055496216,0
42,19,38023457,0.06108330935239792,0
42,20,12428137,0.05979857221245766,0
42,21,31154082,0.059110578149557114,0
42,22,8385277,0.05910414829850197,0
42,23,8925851,0.05818086117506027,0
42,24,22482024,0.05731333792209625,0
42,25,4993011,0.055980198085308075,0
42,26,26731863,0.05587993189692497,0
42,27,14806256,0.055699773132801056,0
42,28,34733465,0.054489489644765854,0
42,29,4353857,0.05423084646463394,0
42,30,2485101,0.05380388721823692,0
42,31,21472388,0.05289354547858238,0
42,32,8756719,0.0527736134827137,0
42,33,4883040,0.052094925194978714,0
42,34,15155862,0.05080216005444527,0
42,35,1782201,0.05045383423566818,0
42,36,3616843,0.04993312060832977,0
42,37,25830701,0.04938030242919922,0
42,38,29947146,0.04920336604118347,0
42,39,18676539,0.04804573580622673,0
42,40,39443128,0.047698888927698135,0
42,41,20344442,0.04718049243092537,0
42,42,1428840,0.04701073095202446,0
42,43,25182647,0.04667835682630539,0
42,44,42373943,0.04627441242337227,0
42,45,40867854,0.04600599408149719,0
42,46,207972,0.04578639939427376,0
42,47,40900567,0.04509101063013077,0
42,48,41811327,0.044091660529375076,0
42,49,6158879,0.04373309761285782,0
42,50,10526279,0.043706946074962616,0
42,51,18747744,0.043625544756650925,0
42,52,25420421,0.04346161708235741,0
42,53,12240507,0.04235589876770973,0
42,54,2402323,0.04075852036476135,0
42,55,17168045,0.040659286081790924,0
42,56,36399107,0.04032745212316513,0
42,57,26124606,0.0400424599647522,0
42,58,18750453,0.039205826818943024,0
42,59,14128314,0.039197444915771484,0
42,60,15975146,0.03839918226003647,0
42,61,11557602,0.038167525082826614,0
42,62,27264454,0.0378742516040802,0
42,63,29564505,0.03780524432659149,0
42,64,2931832,0.03773605078458786,0
42,65,39084565,0.03773098066449165,0
42,66,18988265,0.03741900995373726,0
42,67,6077214,0.03732256218791008,0
42,68,20829129,0.03615254908800125,0
42,69,24335068,0.03542036563158035,0
42,70,14180217,0.035008661448955536,0
42,71,33733520,0.03500476852059364,0
42,72,8570317,0.03494163602590561,0
42,73,1360607,0.03478003665804863,0
42,74,36558211,0.0345466211438179,0
42,75,9164724,0.03420474752783775,0
42,76,16056514,0.03404660150408745,0
42,77,31514338,0.0328168049454689,0
42,78,4500832,0.03273425251245499,0
42,79,13734012,0.032486431300640106,0
42,80,35724562,0.03170609474182129,0
42,81,27889071,0.031644172966480255,0
42,82,13411519,0.03156609088182449,0
42,83,25897733,0.031428735703229904,0
42,84,6503185,0.03081916645169258,0
42,85,43311750,0.030591165646910667,0
42,86,2647374,0.030588364228606224,0
42,87,24640046,0.030528435483574867,0
42,88,1538080,0.030444037169218063,0
42,89,25938221,0.029995648190379143,0
42,90,24144677,0.029985353350639343,0
42,91,27099731,0.029085753485560417,0
42,92,25041967,0.029077015817165375,0
42,93,10538985,0.02880600281059742,0
42,94,9047718,0.028652727603912354,0
42,95,991139,0.02807672880589962,0
42,96,6544701,0.028032293543219566,0
42,97,3230557,0.027637435123324394,0
42,98,27550580,0.027628840878605843,0
42,99,24825841,0.027247976511716843,0
42,100,13899137,0.026920165866613388,0
48,1,18617259,0.2791893184185028,0
48,2,18344910,0.13672982156276703,0
48,3,13734012,0.12843601405620575,1
48,4,22309946,0.11781857907772064,0
48,5,13959707,0.10741229355335236,0
48,6,11349166,0.09098197519779205,0
48,7,26016929,0.08804880827665329,0
48,8,18574146,0.08718632906675339,0
48,9,8892905,0.08285259455442429,0
48,10,18340282,0.08222518861293793,0
48,11,154243324,0.07492654025554657,0
48,12,13916484,0.07386577129364014,0
48,13,15648443,0.0720941498875618,0
48,14,34818263,0.07202217727899551,0
48,15,21216726,0.07121284306049347,0
48,16,11880289,0.0709075853228569,0
48,17,103007,0.07069101184606552,0
48,18,7224723,0.06891012191772461,0
48,19,9394119,0.06781879812479019,0
48,20,53302393,0.06778356432914734,0
48,21,10893238,0.06715089082717896,0
48,22,11090688,0.06696952134370804,0
48,23,41159361,0.06672360748052597,0
48,24,42065070,0.06617643684148788,0
48,25,32481310,0.06564657390117645,0
48,26,25806385,0.06503109633922577,0
48,27,13625993,0.06476274132728577,0
48,28,8524891,0.06434439867734909,0
48,29,5698494,0.06326831132173538,0
48,30,28562710,0.06288675963878632,0
48,31,17124832,0.06047208234667778,0
48,32,34258065,0.06015726923942566,0
48,33,1102268,0.06011461466550827,0
48,34,14408200,0.05825625732541084,0
48,35,11718220,0.05817791074514389,0
48,36,8298120,0.05756814777851105,0
48,37,25293616,0.05698489025235176,0
48,38,21932050,0.05567179620265961,0
48,39,2488880,0.055121421813964844,0
48,40,12885341,0.05441888049244881,0
48,41,8300657,0.054104674607515335,0
48,42,31019903,0.053825411945581436,0
48,43,24177706,0.053607262670993805,0
48,44,49208216,0.05234502628445625,0
48,45,37269418,0.05210953578352928,0
48,46,40323148,0.05148659273982048,0
48,47,1287809,0.051247451454401016,0
48,48,12443371,0.051142528653144836,0
48,49,77971703,0.05085079371929169,0
48,50,5835149,0.05029899254441261,0
48,51,5262240,0.05018600821495056,0
48,52,2052720,0.049939632415771484,0
48,53,857189,0.04981327801942825,0
48,54,1866911,0.04974682629108429,0
48,55,3716075,0.04970923811197281,0
48,56,24555878,0.04884134978055954,0
48,57,17450673,0.04878383129835129,0
48,58,25141908,0.04833991825580597,0
48,59,195680777,0.04800045117735863,0
48,60,39550665,0.047869786620140076,0
48,61,17454301,0.04782091826200485,0
48,62,26133404,0.047735750675201416,0
48,63,13938878,0.04599872976541519,0
48,64,23915841,0.04582874849438667,0
48,65,21489324,0.045296888798475266,0
48,66,841371,0.04489324986934662,0
48,67,10559501,0.044781576842069626,0
48,68,24943534,0.0447501540184021,0
48,69,13956305,0.04316426441073418,0
48,70,4810810,0.04312709718942642,0
48,71,13934676,0.042776454240083694,0
48,72,6504953,0.042589593678712845,0
48,73,20996244,0.042334988713264465,0
48,74,26341063,0.0419527105987072,0
48,75,4402497,0.04171000421047211,0
48,76,3285322,0.04160073772072792,0
48,77,5035827,0.04140111804008484,0
48,78,26652147,0.041114311665296555,0
48,79,31560225,0.04093633592128754,0
48,80,5735492,0.040848854929208755,0
48,81,16572581,0.04058321565389633,0
48,82,6057195,0.04035436734557152,0
48,83,30919024,0.0399913415312767,0
48,84,374902,0.039836376905441284,0
48,85,2097256,0.039746105670928955,0
48,86,8858602,0.039541520178318024,0
48,87,7433668,0.03942510113120079,0
48,88,34016987,0.039307355880737305,0
48,89,3672261,0.03890855610370636,0
48,90,8005007,0.038745008409023285,0
48,91,31562330,0.03874417394399643,0
48,92,18199839,0.03874141722917557,0
48,93,4465735,0.03868059813976288,0
48,94,798152,0.03766574710607529,0
48,95,5511240,0.03754430264234543,0
48,96,1805641,0.03745091333985329,0
48,97,1171121,0.037407759577035904,0
48,98,19854543,0.03731134533882141,0
48,99,8063697,0.03718113526701927,0
48,100,27711043,0.03705843165516853,0
49,1,5702790,0.49595218896865845,0
49,2,5953485,0.46127045154571533,1
49,3,7029990,0.24894465506076813,0
49,4,8006440,0.201673686504364,0
49,5,22871664,0.1507946401834488,0
49,6,5409325,0.14648903906345367,0
49,7,5253987,0.13650506734848022,0
49,8,18654430,0.12409782409667969,0
49,9,86602746,0.12159880250692368,0
49,10,14652521,0.11764515936374664,0
49,11,22362025,0.11763270944356918,0
49,12,18421962,0.10790031403303146,0
49,13,23727313,0.10552295297384262,0
49,14,34254203,0.10419944673776627,0
49,15,2619579,0.10191609710454941,0
49,16,38745690,0.10019461065530777,0
49,17,6913227,0.09535884112119675,0
49,18,946756,0.08841918408870697,0
49,19,15590539,0.08463723957538605,0
49,20,9159495,0.08338194340467453,0
49,21,1333643,0.08247683942317963,0
49,22,2829179,0.0811256542801857,0
49,23,13290521,0.07447891682386398,0
49,24,23913146,0.07431960105895996,0
49,25,25523969,0.07189903408288956,0
49,26,23618826,0.06891288608312607,0
49,27,8247469,0.06805284321308136,0
49,28,15512462,0.06580261886119843,0
49,29,20374609,0.06426062434911728,0
49,30,5633957,0.06322409212589264,0
49,31,17544977,0.06177710369229317,0
49,32,10423989,0.061672113835811615,0
49,33,18467982,0.060979247093200684,0
49,34,4162857,0.059955891221761703,0
49,35,44660616,0.05974283441901207,0
49,36,67787658,0.05965346843004227,0
